"ALL_RATE_1112";"leanm11";"STNAM";"LONGITUDE";"LATITUDE";"leaid11";"ALL_COHORT_1112";"pct_Not_HS_Grad_ACS_08_12";"pct_Civ_emp_25_44_ACS_08_12"
69.0;"GALLUP-MCKINLEY CTY SCHOOLS";"NEW MEXICO";;;3501110;1162;34.2527933;92.04892966
71.0;"GRANTS-CIBOLA COUNTY SCHOOLS";"NEW MEXICO";;;3501170;331;24.52229299;87.07810993
69.0;"HATCH VALLEY PUBLIC SCHOOLS";"NEW MEXICO";;;3501230;118;47.74220033;93.60465116
74.0;"HOBBS MUNICIPAL SCHOOLS";"NEW MEXICO";;;3501260;549;8.227848101;100.0
74.0;"JEMEZ VALLEY PUBLIC SCHOOLS";"NEW MEXICO";;;3501410;61;13.61426256;91.04859335
71.0;"LAS CRUCES PUBLIC SCHOOLS";"NEW MEXICO";;;3501500;1896;10.40952847;93.86160714
84.0;"LAS VEGAS CITY PUBLIC SCHOOLS";"NEW MEXICO";;;3501530;139;13.15225161;97.21212121
74.0;"WEST LAS VEGAS PUBLIC SCHOOLS";"NEW MEXICO";;;3501560;152;16.48280337;82.91457286
79.0;"LORDSBURG MUNICIPAL SCHOOLS";"NEW MEXICO";;;3501620;59;21.41633352;90.52863436
87.0;"LOS ALAMOS PUBLIC SCHOOLS";"NEW MEXICO";;;3501650;293;5.161544523;98.63861386
71.0;"LOS LUNAS PUBLIC SCHOOLS";"NEW MEXICO";;;3501680;615;36.54577733;93.60955056
82.0;"LOVINGTON MUNICIPAL SCHOOLS";"NEW MEXICO";;;3501740;234;47.72608468;93.22222222
69.0;"MORIARTY MUNICIPAL SCHOOLS";"NEW MEXICO";;;3501890;259;17.69509982;80.03472222
78.0;"POJOAQUE VALLEY PUBLIC SCHOOLS";"NEW MEXICO";;;3502070;202;11.12936345;93.61147327
86.0;"PORTALES MUNICIPAL SCHOOLS";"NEW MEXICO";;;3502100;215;9.900990099;90.15748032
74.0;"RATON PUBLIC SCHOOLS";"NEW MEXICO";;;3502190;100;18.38316722;96.48318043
64.0;"ROSWELL INDEPENDENT SCHOOLS";"NEW MEXICO";;;3502250;697;15.69802277;86.28509719
79.0;"RUIDOSO MUNICIPAL SCHOOLS";"NEW MEXICO";;;3502310;178;9.971671388;89.85148515
62.0;"SANTA FE PUBLIC SCHOOLS";"NEW MEXICO";;;3502370;955;8.956386293;97.73519164
89.0;"SANTA ROSA CONSOLIDATED SCHOOLS";"NEW MEXICO";;;3502400;51;18.0772916;96.66666667
83.0;"SILVER CONSOLIDATED SCHOOLS";"NEW MEXICO";;;3502430;243;6.170483461;96.6029724
74.0;"SOCORRO CONSOLIDATED SCHOOLS";"NEW MEXICO";;;3502460;141;24.92680887;81.81818182
74.0;"TAOS MUNICIPAL SCHOOLS";"NEW MEXICO";;;3502520;229;12.56629947;82.1969697
79.0;"T OR C MUNICIPAL SCHOOLS";"NEW MEXICO";;;3502610;98;16.66063021;87.03703704
69.0;"TUCUMCARI PUBLIC SCHOOLS";"NEW MEXICO";;;3502640;72;26.73821745;86.95652174
89.0;"TULAROSA MUNICIPAL SCHOOLS";"NEW MEXICO";;;3502670;74;22.70557029;73.50054526
79.0;"ZUNI PUBLIC SCHOOLS";"NEW MEXICO";;;3502800;97;24.4140625;93.77031419
79.0;"DOLGEVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600001;76;12.16617211;90.37974684
94.0;"SAUQUOIT VALLEY CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600002;102;7.917174178;97.16859717
89.0;"EDWARDS-KNOX CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600003;56;13.66175724;90.85667216
84.0;"ROTTERDAM-MOHONASEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600004;284;5.846774194;97.43083004
94.0;"BROADALBIN-PERTH CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600005;153;7.909758086;96.92470838
79.0;"CHERRY VALLEY-SPRINGFIELD CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600006;59;9.050044951;92.63565892
78.0;"SOUTH COUNTRY CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600008;326;24.73572939;88.35616438
79.0;"SARANAC CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600009;176;10.57401813;96.28099174
79.0;"COBLESKILL-RICHMONDVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600010;198;0.0;85.10638298
84.0;"WAYLAND-COHOCTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600011;153;16.996337;87.75510204
94.0;"BOLIVAR-RICHBURG CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600012;68;12.57142857;91.67523124
84.0;"ONEIDA CITY SCHOOL DISTRICT";"NEW YORK";;;3600013;199;;
79.0;"WATERLOO CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600014;168;13.85416667;95.32608696
89.0;"ALLEGANY-LIMESTONE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600015;103;9.799713877;94.46749654
94.0;"AVERILL PARK CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600016;274;3.116147309;96.65354331
89.0;"CHAUTAUQUA LAKE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600018;57;9.01189387;95.01133787
89.0;"UNADILLA VALLEY CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600019;73;11.10579225;91.84981685
94.0;"CAMPBELL-SAVONA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600020;100;16.14694575;85.29032258
95.0;"MATTITUCK-CUTCHOGUE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3600021;146;6.929691452;97.98234552
84.0;"SULLIVAN WEST CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3600023;119;7.135135135;90.98712446
95.0;"CANISTEO-GREENWOOD CSD";"NEW YORK";;;3600124;65;8.123515439;83.27759197
96.0;"EASTPORT-SOUTH MANOR CSD";"NEW YORK";;;3600125;330;6.509471987;99.11804613
84.0;"SOUTH JEFFERSON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602340;161;15.60269627;93.87116948
79.0;"ADDISON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602370;79;14.97206704;90.65108514
79.0;"AFTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602400;59;20.80518779;86.36911942
89.0;"AKRON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602430;138;21.69312169;89.28571429
52.0;"ALBANY CITY SCHOOL DISTRICT";"NEW YORK";;;3602460;770;24.58628842;84.2185129
88.0;"ALBION CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602520;213;12.94025567;96.69937556
94.0;"ALDEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602550;186;7.179781735;91.02112676
89.0;"ALEXANDER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602580;68;9.0835141;96.63774404
89.0;"WINDSOR CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602730;177;12.63761468;93.2885906
79.0;"ALTMAR PARISH-WILLIAMSTOWN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602820;119;16.42524573;89.32902183
91.0;"AMHERST CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3602920;204;1.081388731;96.98149951
73.0;"AMITYVILLE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3602940;249;1.482326112;97.26651481
65.0;"AMSTERDAM CITY SCHOOL DISTRICT";"NEW YORK";;;3602970;317;8.572922112;96.00694444
95.0;"ARDSLEY UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3603180;194;5.866395388;89.67297763
90.0;"ARKPORT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603240;51;9.784836066;92.90617849
86.0;"ARLINGTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603270;885;32.37885463;
89.0;"ATTICA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603420;143;9.280835677;96.24796085
73.0;"AUBURN CITY SCHOOL DISTRICT";"NEW YORK";;;3603480;355;32.49711649;76.61498708
89.0;"AVOCA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603630;57;8.074283407;84.43113773
94.0;"AVON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603660;79;6.842576029;100.0
94.0;"BABYLON UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3603720;147;4.819683182;91.5956151
94.0;"BAINBRIDGE-GUILFORD CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603810;84;12.79549719;91.83303085
90.0;"BALDWIN UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3603840;415;6.018829859;92.39828694
91.0;"BALDWINSVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603870;479;4.821376706;98.14814815
83.0;"BALLSTON SPA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603930;351;4.285714286;97.12121212
89.0;"BARKER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3603960;92;8.714837286;87.11790393
74.0;"BATAVIA CITY SCHOOL DISTRICT";"NEW YORK";;;3603990;212;9.123307199;98.4496124
89.0;"BATH CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604050;141;13.5164438;97.73030708
85.0;"BAY SHORE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3604080;467;17.5191164;89.66074313
95.0;"BAYPORT-BLUE POINT UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3604110;204;1.844903064;97.52229931
72.0;"BEACON CITY SCHOOL DISTRICT";"NEW YORK";;;3604140;304;5.72381217;88.45878136
94.0;"BEAVER RIVER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604200;69;11.04847802;94.33962264
89.0;"BEEKMANTOWN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604290;176;21.55411656;80.0
94.0;"BEMUS POINT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604530;63;6.834795322;95.04310345
69.0;"BERLIN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604620;88;15.44011544;93.16939891
84.0;"BERNE-KNOX-WESTERLO CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604650;96;5.289330922;88.86925795
95.0;"BETHLEHEM CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604710;413;1.373756514;97.19326383
94.0;"BETHPAGE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3604740;242;6.809287764;88.36967809
63.0;"BINGHAMTON CITY SCHOOL DISTRICT";"NEW YORK";;;3604870;467;27.98165138;75.42372881
95.0;"EAST BLOOMFIELD CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3604920;93;5.007221955;94.77386935
84.0;"ADIRONDACK CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3605040;118;13.77805486;95.95261599
72.0;"BRENTWOOD UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3605280;1277;41.9630643;91.51724138
91.0;"BREWSTER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3605310;323;4.926843834;97.92429792
95.0;"BRIARCLIFF MANOR UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3605340;150;5.245535714;98.22616408
94.0;"BRIGHTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3605460;309;1.89274448;98.04941482
84.0;"BRUNSWICK CENTRAL SCHOOL DISTRICT (BRITTONKILL)";"NEW YORK";;;3605520;125;8.088235294;91.12149533
85.0;"BROCKPORT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3605580;361;1.910828026;87.23404255
79.0;"BROCTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3605610;55;20.50911195;94.87179487
95.0;"BRONXVILLE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3605640;100;0.871586287;91.84952978
79.0;"BRUSHTON-MOIRA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3605820;83;15.47424843;94.53781513
56.0;"BUFFALO CITY SCHOOL DISTRICT";"NEW YORK";;;3605850;2654;8.620689655;98.32962138
92.0;"BURNT HILLS-BALLSTON LAKE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3605940;281;2.60173449;98.30097087
99.0;"BYRAM HILLS CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606060;212;3.852379411;94.0
79.0;"BYRON-BERGEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606090;82;4.509071505;88.59348199
84.0;"CAIRO-DURHAM CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606160;146;14.17043254;90.75630252
95.0;"CALEDONIA-MUMFORD CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606180;92;6.717405692;90.99099099
84.0;"CAMBRIDGE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606210;96;10.45296167;84.21052632
86.0;"CAMDEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606240;228;11.91304348;91.85393258
79.0;"CANAJOHARIE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606300;88;12.23628692;97.28096677
87.0;"CANANDAIGUA CITY SCHOOL DISTRICT";"NEW YORK";;;3606330;327;4.643765903;94.47674419
84.0;"CANDOR CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606420;68;8.665041971;94.6
89.0;"CANTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606470;103;;
94.0;"SPACKENKILL UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3606500;146;8.630952381;95.2638701
95.0;"CARLE PLACE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3606540;110;7.748309932;91.69027384
89.0;"CARMEL CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606570;421;5.508474576;94.44444444
78.0;"CARTHAGE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606630;236;20.61731372;85.53846154
89.0;"CASSADAGA VALLEY CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606660;119;14.73922903;93.33333333
84.0;"CATO-MERIDIAN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606690;104;10.35178777;93.70892019
69.0;"CATSKILL CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606720;169;20.1237382;86.55589124
95.0;"CAZENOVIA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606780;150;7.615112161;89.31750742
94.0;"CENTER MORICHES UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3606840;151;11.62790698;97.12543554
65.0;"CENTRAL ISLIP UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3606870;501;41.29263914;88.90865955
79.0;"CENTRAL SQUARE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606900;388;11.54371585;89.63242224
97.0;"CHAPPAQUA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3606990;301;2.138239682;95.94594595
89.0;"GRAND ISLAND CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607020;247;1.44139244;97.13721619
94.0;"CHATHAM CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607110;110;2.64446621;94.41860465
84.0;"CHEEKTOWAGA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607230;200;17.10843374;91.36904762
89.0;"CHENANGO FORKS CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607260;167;6.334675943;94.25427873
89.0;"CHENANGO VALLEY CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607290;134;5.26925304;100.0
95.0;"WESTHILL CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607320;157;3.666873835;93.42105263
89.0;"CHESTER UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3607380;99;8.320649417;92.18967922
87.0;"CHITTENANGO CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607470;209;7.195723684;90.49235993
93.0;"CHURCHVILLE-CHILI CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607530;378;9.10879955;96.17647059
89.0;"CINCINNATUS CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607560;54;9.183673469;95.51098376
95.0;"CLARENCE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607590;406;3.082095825;97.70459082
94.0;"THOUSAND ISLANDS CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607650;98;10.19807806;93.456505
89.0;"CLEVELAND HILL UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3607680;136;7.135575943;94.01993356
94.0;"CLINTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607770;138;4.404145078;98.89807163
74.0;"CLYDE-SAVANNAH CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3607860;79;14.4137416;88.14589666
74.0;"COHOES CITY SCHOOL DISTRICT";"NEW YORK";;;3607980;183;19.9043894;93.11688312
95.0;"COLD SPRING HARBOR CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608010;170;1.73790512;100.0
99.0;"COMMACK UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3608130;598;8.825357365;88.37209302
91.0;"CONNETQUOT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608160;545;4.918032787;96.87861272
89.0;"COOPERSTOWN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608250;94;14.74588404;93.53846154
89.0;"COPENHAGEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608280;55;14.61832061;90.03367003
86.0;"COPIAGUE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3608310;413;19.4579288;89.72222222
94.0;"PEMBROKE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608340;94;7.932858128;92.56651017
79.0;"CORINTH CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608370;111;9.376890502;97.24770642
83.0;"CORNING CITY SCHOOL DISTRICT";"NEW YORK";;;3608400;453;8.588129496;100.0
92.0;"CORNWALL CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608430;295;3.511374876;89.01453958
73.0;"CORTLAND CITY SCHOOL DISTRICT";"NEW YORK";;;3608460;220;14.50421941;84.58244111
84.0;"COXSACKIE-ATHENS CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608490;139;48.93617021;
94.0;"CROTON-HARMON UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3608580;155;2.866242038;83.7628866
84.0;"DANSVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608790;157;10.86494689;93.757503
91.0;"DEER PARK UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3608880;336;12.08333333;90.04739337
89.0;"DELHI CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608910;77;0.0;100.0
78.0;"YORKSHIRE-PIONEER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3608970;218;13.70358199;92.15442092
79.0;"DEPEW UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609030;181;8.504801097;96.2585034
92.0;"JAMESVILLE-DEWITT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3609090;231;2.382573179;98.01390268
94.0;"DOBBS FERRY UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609120;103;4.309987567;96.1852861
79.0;"DOVER UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609210;139;18.96067416;85.23153942
89.0;"DRYDEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3609330;157;6.161500191;89.7535668
94.0;"DUANESBURG CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3609360;78;7.064838485;91.5451895
89.0;"DUNDEE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3609390;82;14.34177667;94.78873239
69.0;"DUNKIRK CITY SCHOOL DISTRICT";"NEW YORK";;;3609420;161;19.91383437;98.46938776
95.0;"EAST AURORA UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609540;184;3.60415394;95.39951574
94.0;"EAST GREENBUSH CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3609630;351;9.949622166;92.15686275
84.0;"EAST HAMPTON UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609660;265;2.593360996;98.03921569
89.0;"EAST IRONDEQUOIT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3609690;267;7.420162805;89.77035491
91.0;"EAST ISLIP UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609720;386;6.891181624;89.19413919
93.0;"EAST MEADOW UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609840;649;8.360215054;90.57492931
84.0;"EAST ROCHESTER UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609930;103;11.51545364;86.62420382
89.0;"EAST ROCKAWAY UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3609960;120;4.660244728;100.0
85.0;"EAST SYRACUSE-MINOA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3609990;286;5.93575419;94.11320755
95.0;"EAST WILLISTON UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3610050;158;2.013025459;98.62542955
95.0;"EASTCHESTER UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3610080;219;5.369345916;97.51861042
94.0;"EDEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610170;160;8.006042296;91.2596401
95.0;"EDGEMONT UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3610200;147;1.775147929;98.43028624
89.0;"ELDRED CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610410;57;22.25320692;89.53068592
79.0;"ELLENVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610500;148;21.72535211;93.98148148
89.0;"ELLICOTTVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610530;51;8.333333333;93.17697228
66.0;"ELMIRA CITY SCHOOL DISTRICT";"NEW YORK";;;3610560;529;24.67532468;85.41666667
84.0;"ELMIRA HEIGHTS CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610590;88;9.336791404;87.8953108
89.0;"ELMSFORD UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3610650;78;11.91176471;91.96078431
96.0;"ELWOOD UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3610680;210;2.594810379;92.42282507
81.0;"UNION-ENDICOTT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610710;361;9.835407467;94.7761194
95.0;"FABIUS-POMPEY CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610860;68;5.577956989;96.27659575
94.0;"FAIRPORT CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610890;582;6.454971369;95.55555556
94.0;"FALCONER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610920;107;9.218289086;91.31652661
64.0;"FALLSBURG CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3610950;118;15.28608027;92.6035503
94.0;"FARMINGDALE UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3610980;502;7.785130401;93.78881988
90.0;"FILLMORE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611070;58;15.51724138;89.64088398
79.0;"FONDA-FULTONVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611190;97;7.776872964;93.86281588
84.0;"FORT PLAIN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611370;72;19.43005181;87.59493671
84.0;"FRANKFORT-SCHUYLER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611400;99;11.06122449;88.8101983
79.0;"FRANKLINVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611490;63;10.3848706;85.55176337
94.0;"FREDONIA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611520;128;5.904173107;98.07280514
74.0;"FREEPORT UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3611550;566;28.08219178;87.9334258
84.0;"FREWSBURG CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611610;68;7.152797106;92.10019268
84.0;"FRONTIER CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611670;442;9.580130101;92.34782609
73.0;"FULTON CITY SCHOOL DISTRICT";"NEW YORK";;;3611700;297;16.11111111;83.39920949
89.0;"GALWAY CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611730;102;7.067961165;96.5095986
94.0;"GANANDA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611740;84;6.04288499;93.63714531
99.0;"GARDEN CITY UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3611760;276;0.0;
85.0;"GATES-CHILI CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611880;449;5.619412516;95.01278772
89.0;"GENERAL BROWN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611910;116;6.755352318;99.4486561
89.0;"GENESEO CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3611940;88;4.576436222;93.01948052
73.0;"GENEVA CITY SCHOOL DISTRICT";"NEW YORK";;;3611970;218;29.15681639;82.79816514
79.0;"GERMANTOWN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612030;57;8.764665286;96.38157895
74.0;"GLEN COVE CITY SCHOOL DISTRICT";"NEW YORK";;;3612180;205;5.732484076;92.74193548
68.0;"GLENS FALLS CITY SCHOOL DISTRICT";"NEW YORK";;;3612240;211;15.15151515;96.1722488
57.0;"GLOVERSVILLE CITY SCHOOL DISTRICT";"NEW YORK";;;3612270;283;19.35483871;95.8677686
89.0;"GORHAM-MIDDLESEX CENTRAL SCHOOL DISTRICT (MARCUS WHITMAN)";"NEW YORK";;;3612300;133;11.04005385;94.34850863
92.0;"GOSHEN CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612330;259;3.319874383;93.82911392
69.0;"GOUVERNEUR CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612360;185;18.23412698;88.22553897
84.0;"GOWANDA CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612390;130;16.90862511;88.48920863
84.0;"GRANVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612450;130;12.34460196;89.95098039
95.0;"GREAT NECK UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3612510;618;11.98388721;88.14713897
84.0;"GREECE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612630;1116;8.86756238;92.75766017
89.0;"GREENBURGH CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612720;134;3.592002711;96.60194175
94.0;"GREENE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612750;108;11.73547401;95.32554257
79.0;"GREENPORT UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3612840;64;29.89377845;94.52054795
84.0;"GREENVILLE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612870;106;9.293146753;100.0
94.0;"GREENWICH CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612900;86;11.98143313;86.06719368
84.0;"SPRINGVILLE-GRIFFITH INSTITUTE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3612990;198;13.24200913;95.57713053
84.0;"GROTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613020;86;8.762392069;94.31680774
93.0;"GUILDERLAND CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613080;489;4.663212435;95.86206897
79.0;"HADLEY-LUZERNE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613110;75;9.319148936;95.18072289
95.0;"HALDANE CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613230;77;7.463465553;98.46153846
96.0;"HALF HOLLOW HILLS CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613290;793;6.085686465;100.0
91.0;"HAMBURG CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613350;309;5.453020134;98.28571429
89.0;"HAMILTON CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613380;56;4.666666667;84.08408408
89.0;"HAMPTON BAYS UNION FREE SCHOOL DISTRICT";"NEW YORK";;;3613530;131;10.33108522;92.35023042
69.0;"HANNIBAL CENTRAL SCHOOL DISTRICT";"NEW YORK";;;3613590;149;13.39554485;95.2631579
